Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Brand (product.metafields.custom.brand),Color (product.metafields.custom.color),InBox (product.metafields.custom.inbox),Model (product.metafields.custom.model),Region (product.metafields.custom.region),Sim (product.metafields.custom.sim),Storage (product.metafields.custom.storage),Warranty (product.metafields.custom.warranty),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
xiaomi-redmi-note-14-8gb-ram-256gb-blue-non-eu,Xiaomi Redmi Note 14 - 8GB RAM / 256GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14-256BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/1103x1200.jpg?v=1765884595,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 14,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-14-8gb-ram-256gb-black-non-eu,Xiaomi Redmi Note 14 - 8GB RAM / 256GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/1103x1200_1.jpg?v=1765884594,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 14,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-13-pro-dual-sim-12gb-ram-256gb-lte-black-non-eu,Xiaomi Redmi Note 13 Pro Dual Sim - 12GB RAM / 256GB LTE - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMRN-1312-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/N13B.jpg?v=1765885426,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 13 Pro,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-13-pro-12gb-ram-512gb-purple-non-eu,Xiaomi Redmi Note 13 Pro - 12GB RAM / 512GB - Purple (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMRN-13P-512PPL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/N13PP_940f40f9-e4dd-450b-8416-55124b8d6b22.jpg?v=1765885459,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 13 Pro,Non-Eu,,512GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-13-dual-sim-8gb-ram-256gb-lte-green-non-eu,Xiaomi Redmi Note 13 Dual Sim - 8GB RAM / 256GB LTE - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMRN-13-256GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/N13G.jpg?v=1765885479,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 13,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-13-dual-sim-8gb-ram-256gb-lte-blue-non-eu,Xiaomi Redmi Note 13 Dual Sim - 8GB RAM / 256GB LTE - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMRN-13-256BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/N13.jpg?v=1765885541,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 13,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-note-13-dual-sim-8gb-ram-256gb-lte-black-non-eu,Xiaomi Redmi Note 13 Dual Sim - 8GB RAM / 256GB LTE - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMRN-13-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/N13B_1f412069-b141-4177-b8cc-cfc136b7b4ea.jpg?v=1765885576,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi Note 13,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-dual-sim-4g-4gb-ram-128gb-zwart,Xiaomi Redmi A5 Dual SIM 4G - 4GB RAM / 128GB - Black,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6932554424978,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5B.jpg?v=1765886193,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi A5,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-dual-sim-4g-4gb-ram-128gb-groen,Xiaomi Redmi A5 Dual SIM 4G - 4GB RAM / 128GB - Green,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6932554425173,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5G.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi A5,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-dual-sim-4g-4gb-ram-128gb-gold,Xiaomi Redmi A5 Dual SIM 4G - 4GB RAM / 128GB - Gold,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'7698116140098,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5GD.jpg?v=1765886193,1,"",false,,,Xiaomi,Gold,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi A5,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-dual-sim-4g-4gb-ram-128gb-blauw,Xiaomi Redmi A5 Dual SIM 4G - 4GB RAM / 128GB - Blue,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6932554425241,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5OB.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi A5,Eu,,128GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-4gb-ram-128gb-green-global-spec,Xiaomi Redmi A5 4G Dual Sim - 4GB RAM / 128GB - Green (Global spec),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-128GRN,0.0,shopify,125,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5G.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-4gb-ram-128gb-gold-global-spec,Xiaomi Redmi A5 4G Dual Sim - 4GB RAM / 128GB - Gold (Global spec),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-128GLD,0.0,shopify,105,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5GD.jpg?v=1765886193,1,"",false,,,Xiaomi,Gold,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-4gb-ram-128gb-blue-global-spec,Xiaomi Redmi A5 4G Dual Sim - 4GB RAM / 128GB - Blue (Global spec),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-128BL,0.0,shopify,125,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5OB.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-4gb-ram-128gb-black-global-spec,Xiaomi Redmi A5 4G Dual Sim - 4GB RAM / 128GB - Black (Global spec),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-128BLK,0.0,shopify,269,deny,manual,67.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5B.jpg?v=1765886193,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-3gb-ram-64gb-lake-green-non-eu,Xiaomi Redmi A5 4G Dual Sim - 3GB RAM / 64GB - Lake Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-64LG,0.0,shopify,550,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5G.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-3gb-ram-64gb-gold-non-eu,Xiaomi Redmi A5 4G Dual Sim - 3GB RAM / 64GB - Gold (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-64GLD,0.0,shopify,490,deny,manual,57.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5GD.jpg?v=1765886193,1,"",false,,,Xiaomi,Gold,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-3gb-ram-64gb-blue-non-eu,Xiaomi Redmi A5 4G Dual Sim - 3GB RAM / 64GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-64BL,0.0,shopify,710,deny,manual,57.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5OB.jpg?v=1765886193,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a5-4g-dual-sim-3gb-ram-64gb-black-non-eu,Xiaomi Redmi A5 4G Dual Sim - 3GB RAM / 64GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A55-64BLK,0.0,shopify,1330,deny,manual,57.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/A5B.jpg?v=1765886193,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A5,Non-Eu,Sim: Physical Sim only,64GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a3-128gb-green-global-w-charger,Xiaomi Redmi A3 - 128GB - Green (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A3-128GRN-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A3,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a3-128gb-blue-global-w-charger,Xiaomi Redmi A3 - 128GB - Blue (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A3-128BL-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A3,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-a3-128gb-black-global-w-charger,Xiaomi Redmi A3 - 128GB - Black (Global) W charger,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-A3-128BLK-WC,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi A3,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-pin-non-active-mint-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Pin Non-Active - Mint (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-PNA-256MNT,0.0,shopify,0,deny,manual,91.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Teal.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-pin-non-active-blue-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Pin Non-Active - Blue (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-PNA-256BL,0.0,shopify,0,deny,manual,91.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_69c18d0f-0335-43d5-8b23-562329884374.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-pin-non-active-black-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Pin Non-Active - Black (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-PNA-256BLK,0.0,shopify,0,deny,manual,91.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_82b40fd2-f4e5-439b-93c8-6fe9b19e0a22.jpg?v=1765890699,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-orange-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Orange (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-256ORG,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-green-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Green (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-256GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Teal.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-blue-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Blue (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-256BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_69c18d0f-0335-43d5-8b23-562329884374.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-8gb-ram-256gb-black-global,Xiaomi Redmi 15C - 8GB RAM / 256GB - Black (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C8-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_82b40fd2-f4e5-439b-93c8-6fe9b19e0a22.jpg?v=1765890699,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-4gb-ram-128gb-green-global,Xiaomi Redmi 15C - 4GB RAM / 128GB - Green (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C4-128GRN,0.0,shopify,20,deny,manual,77.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Teal.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-4gb-ram-128gb-blue-global,Xiaomi Redmi 15C - 4GB RAM / 128GB - Blue (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C4-128BL,0.0,shopify,109,deny,manual,77.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Blue_69c18d0f-0335-43d5-8b23-562329884374.jpg?v=1765890699,1,"",false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-15c-4gb-ram-128gb-black-global,Xiaomi Redmi 15C - 4GB RAM / 128GB - Black (Global),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-15C4-128BLK,0.0,shopify,30,deny,manual,77.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0703/7612/8663/files/Black_82b40fd2-f4e5-439b-93c8-6fe9b19e0a22.jpg?v=1765890699,1,"",false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 15C,Non-Eu,Sim: Physical Sim only,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-dual-sim-8gb-ram-256gb-lte-purple-non-eu,Xiaomi Redmi 14C Dual Sim - 8GB RAM / 256GB LTE - Purple (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256PPL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-dual-sim-8gb-ram-256gb-lte-green-non-eu,Xiaomi Redmi 14C Dual Sim - 8GB RAM / 256GB LTE - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-256GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-8gb-ram-256-gb-purple-non-eu,Xiaomi Redmi 14C - 8GB RAM / 256 GB - Purple (Non-EU),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C8-256PPL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-8gb-ram-256gb-blue-non-eu,Xiaomi Redmi 14C - 8GB RAM / 256GB - Blue (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C8-256BL,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-8gb-ram-256gb-black-non-eu,Xiaomi Redmi 14C - 8GB RAM / 256GB - Black (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C8-256BLK,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Black,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,256GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-8gb-256gb-paars,Xiaomi Redmi 14C - 8GB - 256GB - Purple,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812787526,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-8gb-256gb-groen,Xiaomi Redmi 14C - 8GB - 256GB - Green,"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,'6941812738870,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Documentation",Redmi 14C,Eu,,256GB,Warranty: Factory Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-6gb-ram-128gb-green-non-eu,Xiaomi Redmi 14C - 6GB RAM / 128GB - Green (Non-Eu),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XMR-14C-128GRN,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
xiaomi-redmi-14c-6gb-ram-128gb-blue-non-eu,Xiaomi Redmi 14C 6GB Ram 128GB-Blue (Non-EU),"",TechByte,Electronics > Communications > Telephony > Mobile & Smart Phones,"","Mobile Phone, Xiaomi",true,Title,Default Title,,,,,,,,XAM-14C-6/128-Bl-Non-EU,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,Xiaomi,Red,"In Box: Mobile Phone
USB Type-C Cable
Eu Plug (2 Pin)
Documentation",Redmi 14C,Non-Eu,,128GB,Warranty: No Warranty,,,,,,kg,,,active
